movie_title,title_year,region,budget,gross
Honey Bunny,2017,France,4000000.0,5914899.439472353
Frat House,1998,USA,30000000.0,87229990.35166304
Tarka the Otter,1979,United Kingdom,35000000.0,74130503.82623301
Illusion,2004,USA,39000000.0,31848585.165746555
The Wrath,2018,South Korea,12000000.0,29736040.898765467
Liberty's Secret,2016,USA,62000000.0,248393377.1167672
Submersion of Japan,1973,Japan,18596000.0,49651320.0
The Blue Sky Maiden,1957,Japan,21000000.0,79542914.42902547
She Shoots Straight,1990,China,57000000.0,98108418.58736756
Kasme Vaade,1978,India,536000000.0,223833466.70077485
Winterset,1936,USA,42000000.0,76686008.56299344
Winter Flies,2018,Czech Republic,10000000.0,4247717.967087706
Rift,2011,USA,2000000.0,7957831.009494283
40 Years of Rocky: The Birth of a Classic,2020,USA,5000000.0,4416932.504269826
Jadoo,2013,United Kingdom,3000000.0,2943762.565769201
Viktoria,2014,Bulgaria,36000000.0,90326488.68528973
Zaï Zaï Zaï Zaï,2020,France,48000000.0,37080661.04891899
The Hoodlum Priest,1961,USA,3000000.0,26005887.223339424
Feed the Fish,2010,USA,23000000.0,14714301.666767396
Miss in Her Teens,2014,United Kingdom,6000000.0,3667550.5587421553
Johnny Yuma,1966,Italy,53000000.0,164678831.57988742
Somewhere in Sonora,1933,USA,88000000.0,236258482.74896908
The Mossad: Imperfect Spies,2018,Israel,45000000.0,38539368.43458941
Francis Goes to West Point,1952,USA,772000000.0,141769012.94946545
Deewaanapan,2001,India,33000000.0,28806223.84458897
My Sucky Teen Romance,2011,USA,1000000.0,1538360.0650938223
The Things of Love,1989,Spain,10000000.0,6505081.192602943
Simonal,2018,Brazil,30000000.0,28184717.17319118
In Pursuit of Silence,2015,USA,7000000.0,1702227.5275991068
The Perfect Physique,2015,USA,1000000.0,327655.5401974045
The Down-in-the-Hole Gang,1974,France,30000000.0,41347514.74024293
Dead Man Talking,2012,Belgium,843000000.0,1635830385.6306732
Gaza Fights for Freedom,2019,USA,14000000.0,33736611.748825245
Blood on the Highway,2008,USA,46000000.0,57825732.2840299
Fuerzas Especiales,2014,Chile,44000000.0,17228017.674949568
Knife Skills,2017,USA,78000000.0,120118650.41023082
Conduct Zero,2002,South Korea,98000000.0,178714708.12197667
Pandorica,2016,United Kingdom,10000000.0,12363359.054766687
My Bill,1938,USA,7000000.0,21166417.610691648
"Stay Awake, Be Ready",2019,Vietnam,8000000.0,18398888.388948336
Welcome to Central Jail,2016,India,19000000.0,5794812.721995773
Gold Diggers of '49,1935,USA,77000000.0,54561011.894581296
Nearby,2019,Latvia,65000000.0,13654876.989584446
Hank and Asha,2013,USA,30000000.0,124586729.14923045
The Man Who Returned from the Heat,1972,Greece,11000000.0,84867477.27188206
Kick the Cock,2008,Italy,25000000.0,213844393.49054572
A Thousand Little Cuts,2022,USA,60000000.0,178129134.30322617
Bank Robber,1993,USA,29000000.0,279005512.6859931
How He Fell in Love,2015,USA,40000000.0,29676451.579686813
Indemnity,2021,South Africa,56000000.0,71542955.62445414
3 Storeys,2018,India,82000000.0,774925024.5605513
Victim of Desire,1995,USA,15000000.0,5154401.658806472
Dobaara: See Your Evil,2017,India,29000000.0,35614004.22360323
Indecent Behavior II,1994,USA,76000000.0,39778272.32443182
Pippa,2016,Belgium,49000000.0,34810964.94028592
Touch Me,1997,USA,82000000.0,369025041.0284637
The Apostle Peter: Redemption,2016,Canada,27000000.0,33988212.32797124
Echoes of a Summer,1976,Canada,2000000.0,6651320.149211964
North v South,2015,United Kingdom,42000000.0,347255587.3602576
Honor Thy Father,2015,Philippines,6000000.0,2105808.998022083
4N1K 2,2018,Turkey,10000000.0,25145801.982749518
Critical Mass,2001,USA,7000000.0,2046974.4420236847
The Invader,1997,Canada,36000000.0,65225064.10680391
Bachelor Flat,1961,USA,17000000.0,54034550.745163485
Sun Kissed,2006,USA,93000000.0,71331950.83436044
Raising Jeffrey Dahmer,2006,USA,763000000.0,814990889.9476781
My Uncle,2000,Turkey,16000000.0,17325240.854428627
We Think the World of You,1988,United Kingdom,2000000.0,19590710.739891037
Puss n' Booty,1943,USA,751000000.0,269360523.91393393
Dramatic School,1938,USA,22000000.0,30300563.437419727
Turning Green,2005,USA,25000000.0,3615117.1375256754
Fly Away Baby,1937,USA,28000000.0,254260544.07553712
The Forbidden,1978,United Kingdom,29000000.0,37503356.116152026
Nostos: The Return,1989,Italy,12000000.0,54572303.65945515
St. Louis Superman,2019,USA,3000000.0,22190874.98511053
Insert Coin,2020,USA,40000000.0,26994782.614253633
Fury at Furnace Creek,1948,USA,72000000.0,344688062.5605911
Pound for Pound,2017,Denmark,5000000.0,1960686.267720479
Oculto,2005,Spain,60000000.0,56581409.179407105
Credo,1997,Denmark,59000000.0,384548529.1819232
Ullam Ketkumae,2005,India,17000000.0,28560748.834008694
Weeds on Fire,2016,China,28000000.0,39798318.44448635
Katyusha,2018,Iran,10000.0,100000.0
D4,2011,USA,9000000.0,11290992.919587772
Star Crossed,2009,Portugal,52000000.0,12113377.013699416
Violentia,2018,Canada,47000000.0,362561196.77574044
Buhera mátrix,2007,Hungary,71000000.0,62624766.912182204
Moreno and the Silence,2006,Sweden,26000000.0,112070597.81270662
The Talent Given Us,2004,USA,13000000.0,13575514.310276128
"Ready, Woolen and Able",1960,USA,156000000.0,506598912.33194494
Polvo,2019,Mexico,34000000.0,149547028.40437773
Beach Babes 2: Cave Girl Island,1995,USA,1000000.0,501355.47748660116
Final Recipe,2013,South Korea,24000000.0,22179739.386088092
Poser,2021,USA,3000000.0,1564625.0995601555
The Mini-Skirt Mob,1968,USA,100000000.0,36183429.73147769
Pursuit of Happiness,2001,USA,524000000.0,155074908.25151536
Please Turn Over,1959,United Kingdom,88000000.0,565491533.246935
Alaska Is a Drag,2017,USA,1000000.0,32092.972403263142
Awakened,2013,USA,9000000.0,50111561.25257717
Gross Misconduct,1993,Australia,60000000.0,57414816.24254936
Commitment Hasan,2021,Turkey,83000000.0,49036497.248333186
HottieBoombaLottie,2008,USA,44000000.0,116020411.48094825
Tchaikovsky,1970,Soviet Union,39000000.0,55272099.69095747
The Aristo-Cat,1943,USA,12000000.0,8243117.885742079
The 24 Hour Woman,1999,USA,7000000.0,2994056.997638892
Sweepings,1933,USA,34000000.0,40509978.66948272
Taki no shiraito,1933,Japan,10000000.0,6968045.230108413
3/4,2017,Bulgaria,570000000.0,355460889.128281
Show Pieces,2014,United Kingdom,45000000.0,2918388.921880013
This Is a Life?,1955,USA,32000000.0,298651319.9432362
Wastelands,2013,Netherlands,19000000.0,14627374.3969709
A Tribute to Ryan Dunn,2011,USA,49000000.0,226770694.61402065
God Is Close,2007,Iran,48000000.0,36525791.47310497
Things We Do for Love,2013,Finland,784000000.0,6458571742.391977
The Night Watchman,1938,USA,152000000.0,80048511.90242288
Bonanza Bunny,1959,USA,41000000.0,383812669.6769799
Boxhagener Platz,2010,Germany,41000000.0,67155258.20508097
The Matrix Reloaded Revisited,2004,USA,44000000.0,138744457.88478157
My Trip to Al-Qaeda,2010,USA,43000000.0,212105287.87413114
The Shaman,2015,Austria,54000000.0,132524950.40612814
Tutsak,2018,Turkey,71000000.0,80669873.78616661
Op hoop van zegen,1986,Netherlands,92000000.0,178122520.26186305
Necrophobia 3D,2014,Argentina,8000000.0,24489300.32741849
Mira,2022,Russia,6000000.0,17424684.635500528
"Mektoub, My Love: Intermezzo",2019,France,62000000.0,74625106.77400212
The Naked Witch,1961,USA,4000000.0,2235911.925080758
Drive-In,1976,USA,47000000.0,233485166.24217197
The People Who Own the Dark,1976,Spain,27000000.0,14836455.33609241
Suburban Secrets,2004,USA,37000000.0,83314469.21373737
The Real Thing,2020,Japan,30000000.0,23857307.167870853
Terminal Voyage,1995,USA,23000000.0,156236575.19574055
The Ghost Camera,1933,United Kingdom,347000000.0,1196837277.4311748
Dutchman,1966,United Kingdom,38000000.0,27150999.389822233
Bag Boy Lover Boy,2014,USA,50000000.0,61976922.298506096
"A Woman, a Part",2016,USA,27000000.0,67561098.28639415
Space Probe Taurus,1965,USA,34000000.0,28332661.555499878
Love Me Not,2017,Greece,1000000.0,1662431.8597442522
Blood Frenzy,1987,USA,46000000.0,77496598.51921253
Quilombo,1984,Brazil,25000000.0,10245895.322783252
Malibu Spring Break,2003,USA,9000000.0,16606403.937124103
The Huntresses,2014,South Korea,71000000.0,39526369.430555746
Mr. Tree,2011,China,44000000.0,161058130.56725526
The Doctor's Dilemma,1958,United Kingdom,86000000.0,15002795.100323314
The Trail to Oregon!,2015,USA,44000000.0,33431752.35315861
Sai de Baixo: O Filme,2019,Brazil,13000000.0,588329.1450017388
Bienvenido a casa,2006,Spain,359000000.0,1761519457.8525949
Pursuit,2022,USA,23000000.0,40477746.556066364
Veera Bhoga Vasantha Rayalu,2018,India,70000000.0,248251675.48045856
Kristen,2015,Netherlands,29000000.0,112870106.57178101
Killer Nerd,1991,USA,53000000.0,79848835.14799556
Club 60,2013,India,45000000.0,433355302.6243055
Sarocharu,2012,India,67000000.0,5337827.694236305
Up There,2011,United Kingdom,6000000.0,1020421.659252505
La spagnola,2001,Australia,4000000.0,352938.7698550397
Tjoet Nja' Dhien,1988,Indonesia,77000000.0,8840734.03128672
Strike Me Pink,1936,USA,2000000.0,2003807.3162909918
The Devil's Dozen,2013,USA,35000000.0,22860292.48706913
Journalist,2015,South Korea,39000000.0,189430733.41810542
Janamaithri,2019,India,46000000.0,41455254.31198674
Confessions of Boston Blackie,1941,USA,5000000.0,12865795.63873959
Versus: The Life and Films of Ken Loach,2016,United Kingdom,109000000.0,977948326.0077199
Obra maestra,2000,Spain,9000000.0,6335876.634055282
Love for All Seasons,2003,China,120000000.0,79278099.04677796
Stagger,2009,United Kingdom,763000000.0,3430268523.823125
Motivation 2: The Chris Cole Story,2015,USA,4000000.0,2444442.2697490226
Qerq,2007,Malta,41000000.0,32015450.87819723
Jaago,2010,Bangladesh,6000000.0,18875608.422213163
The Oath of Tobruk,2012,France,8000000.0,7499871.201474778
Point Man,2018,USA,94000000.0,84794143.43855517
Motocross Kids,2004,USA,24000000.0,14823806.80629952
Angels Hard as They Come,1971,USA,2000000.0,2907464.0204342324
"His Motorbike, Her Island",1986,Japan,5000000.0,6833507.289390462
Isha,2020,India,18000000.0,117201436.66980319
Chirodini Tumi Je Amar,2008,India,138000.0,236000.0
Up and Away,2018,Denmark,9000000.0,14228987.697299752
Bikini Summer II,1992,USA,19000000.0,17348647.06365343
Stacy's Knights,1983,USA,8000000.0,29435577.563870855
Monster Run,2020,China,49000000.0,222906896.17836267
Rust,2011,Italy,2000000.0,685759.9707685144
But Always,2014,China,15000000.0,42646478.97911722
The Little Gangster,1990,France,26000000.0,85768766.59124498
Killing Escobar,2021,United Kingdom,27000000.0,11574357.697920306
Wish You Were Dead,2001,USA,16000000.0,5633207.6647781925
Women in Fury,1984,Italy,31000000.0,27942485.232711755
Do Anjaane,1976,India,40000000.0,59884160.26160592
Satan & Adam,2018,USA,26000000.0,14434717.030658921
Gulabjaam,2018,India,28000000.0,123357803.51271588
The Brave Archer,1977,China,11000000.0,57165085.807848625
Firehead,1991,USA,34000000.0,85463195.08936146
Oh My God,2009,USA,9000000.0,14145407.671890922
Chasing Holden,2003,Canada,5000000.0,5077010.444910844
Obhishopto Nighty,2014,India,23000000.0,15663748.05879589
L7: Pretend We're Dead,2016,USA,176000000.0,550741239.0402384
The Ghost Talks,1949,USA,15000000.0,5335794.479803519
My Kingdom,2011,China,6000000.0,11689217.58599156
Brahma Janen Gopon Kommoti,2020,India,6000000.0,1658025.7651722203
Little Tito and the Aliens,2017,Italy,74000000.0,149156094.4181671
Sad Vacation,2007,Japan,3000000.0,12536613.81627007
Cookoo Cavaliers,1940,USA,83000000.0,28929535.488864947
The Ghosts of Edendale,2003,USA,36000000.0,36306249.30351888
"Bye, Bye Bluebeard",1949,USA,31000000.0,56655016.17720196
Saved by the Belle,1939,USA,28000000.0,30988537.239833992
Marrying the Mafia 2: Enemy-in-Law,2005,South Korea,8000000.0,15932521.321686666
Father's Day Off,1953,USA,36000000.0,346281625.81610674
La fame e la sete,1999,Italy,25000000.0,6358702.0047828015
A Bronx Morning,1931,USA,22000000.0,27478806.93873381
PACmen,2017,USA,83000000.0,140324926.79522026
Aviva,2020,USA,69000000.0,500896221.24756753
Super Nani,2014,India,4000000.0,974209.7922170849
TDF Really Works,2011,USA,3000000.0,4052580.119166133
The Secret Killer,1965,France,27000000.0,14946946.163072953
Naciye,2015,Turkey,21000000.0,167384410.15609276
A Month of Sundays,2015,Australia,36000000.0,11849090.864638744
Guna 369,2019,India,12000000.0,8085719.234202764
Frieda,1947,United Kingdom,28000000.0,12833836.553568449
Eeshwar,2002,India,65000000.0,28959239.78226324
Filmed in Supermarionation,2014,United Kingdom,676000000.0,2763127578.7411084
Second Honeymoon,1937,USA,437000000.0,231428880.15943137
The Extraordinary Voyage,2011,France,15000000.0,145305249.20048743
Outpost in Morocco,1949,USA,140000000.0,34346750.32851082
Island of the Hungry Ghosts,2018,Germany,31000000.0,227616372.39726523
Into the White Night,2010,Japan,81000000.0,47331991.09872967
Priest of Darkness,1936,Japan,35000000.0,287287471.32313037
RWD,2015,USA,73000000.0,266188112.73446625
Parade of the Planets,1984,Soviet Union,285000000.0,456103288.7721356
Napoleon Bunny-Part,1956,USA,72000000.0,514654122.7103352
The Mystery of Mr. X,1934,USA,10000000.0,9864956.421989761
Pent-House Mouse,1963,USA,41000000.0,6456802.483635584
Real Dreams,2007,Egypt,49000000.0,30593497.086740445
The Cactus Kid,1930,USA,855000000.0,286787349.01312834
Super Hero,2018,Bangladesh,785000000.0,2443576592.1914706
A Marvada Carne,1985,Brazil,5000000.0,37159325.05021047
Parkway,2007,Iran,355000000.0,191140058.0233872
Aces,2006,USA,33000000.0,43867955.205517404
Bill of Hare,1962,USA,38000000.0,125293860.38785489
The Fortune Teller,1956,Greece,28000000.0,218166972.52921534
Please Say Something,2008,Germany,16000000.0,13356771.87855707
Masters,2013,USA,5000000.0,4135280.6876938897
SEAL Team VI,2008,USA,574000000.0,406573830.81580275
Goddess of the Fireflies,2020,Canada,47000000.0,107840553.04386143
Vaincre ou mourir,2022,France,16000000.0,20031086.182234824
Dogtown,1997,USA,3000000.0,2105441.3370841867
Ravagers,1979,USA,1000000.0,216888.60582688684
Golden Eighties,1986,Belgium,53000000.0,80112650.16333863
Across the Line,2015,Canada,25000000.0,37243445.61949158
Double Xposure,2012,China,10000000.0,94756975.73052984
Stray Dolls,2019,USA,9000000.0,8229394.967651166
Stuntwomen: The Untold Hollywood Story,2020,USA,46000000.0,20328861.996473197
The Reverend,2011,United Kingdom,17000000.0,66071121.73273121
Yalom's Cure,2014,Switzerland,77000000.0,29939450.87051305
Xuan Zang,2016,China,36000000.0,34604097.97194078
A Billion Colour Story,2016,India,27000000.0,86004005.7280036
Soldiers Three,1951,USA,14000000.0,20419923.851541873
Lovelife,1997,USA,30000000.0,42740154.83738051
The Tic Code,1998,USA,96000000.0,161152386.09854433
Bugsy and Mugsy,1957,USA,3000000.0,2655361.04991489
Navra Mazha Navsacha,2004,India,24000000.0,27430719.87003615
Punk in London,1977,West Germany,2000000.0,1143198.0434658665
Sakka Podu Podu Raja,2017,India,72000000.0,36806547.488497555
Just for the Record,2010,United Kingdom,20000000.0,30103313.381284855
Mister John,2013,Ireland,9000000.0,2382480.3078335323
A Cat with a Dog,2018,Poland,21000000.0,12445186.288157035
Plastic Paradise: The Great Pacific Garbage Patch,2013,USA,8000000.0,32434165.768447213
Disquiet,2010,Portugal,26000000.0,248579288.8792194
Raame Aandalum Raavane Aandalum,2021,India,349000000.0,313865436.59717035
Back from the Front,1943,USA,113000000.0,260805282.41125542
The Mystic Masseur,2001,United Kingdom,96000000.0,727730087.8533853
A Woman's Tale,1991,Australia,84000000.0,18908622.364852704
Scandal 2,2016,Iran,548000000.0,284791358.2913297
My Family's Secret,2010,Canada,637000000.0,1548349258.6241524
Huccha,2001,India,75000000.0,137133448.62210992
The Tree in a Test Tube,1942,USA,83000000.0,65964233.73722778
Lovelorn Leghorn,1951,USA,10000000.0,72598467.496044
#cats_the_mewvie,2020,Canada,3000000.0,1116911.452145018
Scarlet Days,1919,USA,70000000.0,22471492.31398208
Fame chimica,2003,Italy,5000000.0,9489906.840926424
Eight,1998,United Kingdom,2000000.0,1862236.0418848577
Bamba kasher,1974,Egypt,26000000.0,5393455.025132554
Panorama de l'arrivée en gare de Perrache pris du train,1896,France,779000000.0,1292932931.130655
Schoolgirl Report Part 2: What Keeps Parents Awake at Night,1971,West Germany,335000000.0,319248222.250575
Love Actually... Sucks!,2011,China,6000000.0,3669807.971092047
Her Way,2021,France,25000000.0,21111841.24011468
The Newcomers,2000,USA,937000000.0,4445744195.754119
Intrigo: Dear Agnes,2019,Germany,58000000.0,59801828.80096356
Uncle Tom's Cabin,1927,USA,72000000.0,49227615.28176521
Anything Is Possible,2013,USA,42000000.0,36781392.106661156
Aksar 2,2017,India,28000000.0,16500575.670175357
The Blood Rose,1970,France,72000000.0,33112206.538643245
Pardesi Babu,1998,India,11000000.0,20514806.410919745
I Am the Other Woman,2006,Germany,45000000.0,49464278.177026555
Strain 100,2020,USA,56000000.0,28019585.0343622
A Bullet Is Waiting,1954,USA,83000000.0,22625189.923751928
Sunset Heat,1992,USA,24000000.0,23252883.135600973
The Gospel of Luke,2015,USA,29000000.0,17722386.878980026
The Fall of Ako Castle,1978,Japan,28000000.0,21938493.322515693
The Doctor and the Girl,1949,USA,26000000.0,16259503.413241269
Beyond the Night,2018,USA,15000000.0,21930376.604739394
The C Word,2016,USA,68000000.0,68961263.79791267
Curse of the Witch's Doll,2018,United Kingdom,990000000.0,1275797326.3582747
Lukka Chuppi,2015,India,36000000.0,21361083.281042237
Cho Lon,2013,Vietnam,27000000.0,40515115.63751726
A Woman of Distinction,1950,USA,81000000.0,157409425.59759963
The Recipe,2010,South Korea,40000000.0,184877248.44501004
Encounters,2014,Denmark,32000000.0,11587001.554302815
Gumball 3000: The Movie,2003,USA,27000000.0,18384853.19287707
Thuppakki Munai,2018,India,24000000.0,15408481.799237693
Romantic Comedy,2019,United Kingdom,70000000.0,328363607.66833276
Other Worlds,1999,Japan,21000000.0,26331417.71250184
Azumanga Daioh: The Very Short Movie,2001,Japan,52000000.0,77515903.38298395
"Musée haut, musée bas",2008,France,48000000.0,149898973.1533681
Special Actors,2019,Japan,42000000.0,63635486.14922744
Adrenaline,2003,Netherlands,3000000.0,2273584.669284901
Song of My Mother,2014,Turkey,23000000.0,420322.62931781873
The Idea,1932,France,47000000.0,17199220.354994804
Pantham,2018,India,6000000.0,4287915.109704141
Blue Ridge,2020,USA,66000000.0,33349023.164551456
Gina,1975,Canada,37000000.0,20012706.504335947
Teddy Pendergrass: If You Don't Know Me,2018,United Kingdom,156000000.0,497232895.1756252
The Barcelona Vampiress,2020,Spain,70000000.0,79811760.25107451
Chelsea on the Rocks,2008,USA,63000000.0,562247508.3289421
Twinsanity,2018,USA,15000000.0,26217213.66438637
Young Man with Ideas,1952,USA,79000000.0,26991224.418729063
Ito,2021,Japan,40000000.0,44352714.500711754
Relentless Justice,2015,USA,8000000.0,23059098.93334009
Budz House,2011,USA,36000000.0,226615928.26940086
Talihli Amele,1980,Turkey,95000000.0,939702798.8247626
Charlie Chan's Courage,1934,USA,44000000.0,16439101.556994839
Choodalani Vundi,1998,India,67000000.0,30917761.36848838
Age of Panic,2013,France,17000000.0,55360095.99243784
The Hard Guy,1930,USA,28000000.0,53062289.36264545
Six Shooters,2010,Argentina,3000000.0,11894.053844003105
Yumurcak,1969,Turkey,13000000.0,7553111.76730699
The Finger Points,1931,USA,43000000.0,21760231.19032467
Two Gun Goofy,1952,USA,85000000.0,100589044.41617118
Beloved Berlin Wall,2009,Germany,934000000.0,655313584.8041763
Sportkill,2007,USA,43000000.0,21618797.000894945
Molla Barir Bou,2005,Bangladesh,94000000.0,72926840.00873609
Before I Go,2021,USA,25000000.0,16389806.12962476
Crazy Enough,2012,USA,34000000.0,4419476.047234906
Walk East on Beacon!,1952,USA,94000000.0,47518707.87948389
Paradise War: The Story of Bruno Manser,2019,Switzerland,47000000.0,46183170.45769258
Apple of My Eye,2017,USA,17000000.0,586614.9660756692
Buffalo Rider,1976,USA,5000000.0,1186398.9060177084
The Bouquet,2013,Canada,55000000.0,72389633.03489375
Akayla,1991,India,34000000.0,160514927.20685145
"Run Wild, Run Free",1969,United Kingdom,52000000.0,29290532.80064914
Sparkler,1997,USA,76000000.0,123473013.15912314
Maatr,2017,India,43000000.0,27763012.918415174
Anna Magdalena,1998,China,49000000.0,64323011.36337664
It's Not a Cowboy Movie,2012,France,22000000.0,214764133.9088629
Shanda's River,2018,Italy,1000000.0,8783205.886798948
Ladies in Love,1936,USA,13000000.0,7673800.327678765
Mansfield 66/67,2017,USA,695000000.0,397201776.9630286
The Divine Woman,1928,USA,266817.0,931000.0
Living in a Big Way,1947,USA,88000000.0,83574270.32714573
Ed's Next Move,1996,USA,761000000.0,2597413007.832207
Fragment of an Empire,1929,Soviet Union,29000000.0,176884119.7512457
The Watcher in the Attic,1976,Japan,7000000.0,25547644.36310786
Donald's Diary,1954,USA,8000000.0,5386831.2517445665
The Incredible Shrinking Wknd,2019,Spain,16000000.0,27901007.757948145
Turk's Head,2010,France,21000000.0,24085963.930543423
Downtown Girls,2005,Egypt,9000000.0,9884446.729311733
Always Be with You,2017,China,342000000.0,1098555164.2536104
Just a Father,2008,Italy,13000000.0,16938025.089194454
Balnearios,2002,Argentina,33000000.0,5102765.848248358
The Female Bunch,1971,USA,5000000.0,16351228.695981797
Shotgun,1955,USA,174000000.0,227501018.24526924
'Tis Pity She's a Whore,1971,Italy,7000000.0,10131794.642604642
Before You Go,2002,United Kingdom,2000000.0,6571485.724766398
Doraemon: Nobita and the Tin Labyrinth,1993,Japan,4000000.0,14800000.0
Show Me the Father,2021,USA,5000000.0,8025817.040602354
Sharon 1.2.3.,2018,USA,84000000.0,68011142.95782322
Andaz,1994,India,16000000.0,2576388.3154955157
The Manson Family Massacre,2019,United Kingdom,743000000.0,2248300386.4921765
Mail Order Bride,1964,USA,85000000.0,51203727.96475531
Meanwhile,2011,USA,21000000.0,11668559.416766033
Vengeance of an Assassin,2014,Thailand,22000000.0,56047061.679327294
Flamenco Flamenco,2010,Spain,47000000.0,61044782.35624751
Kanoon,1960,India,29000000.0,193359352.18000606
Taxman,1998,USA,59000000.0,27244976.56307482
It's a Dog's Life,1955,USA,77000000.0,25117469.680394404
The Moon Is Down,1943,USA,6000000.0,4225307.639872846
Crooked,2006,USA,5000000.0,1054375.1082699632
Fear Chamber,1968,Mexico,605000000.0,142342215.10821268
Love Means Zero,2017,USA,9000000.0,7100978.889018978
Mr. Robinson Crusoe,1932,USA,15000000.0,74208086.0779973
Mean Frank and Crazy Tony,1973,Italy,49000000.0,91205087.59293205
Walker Payne,2006,USA,41000000.0,78203187.93707363
By the Will of Chingis Khan,2009,Mongolia,562000000.0,4721697976.881424
Walpurgis Night,1935,Sweden,11000000.0,22100833.440353528
Animal Treasure Island,1971,Japan,842000000.0,4118042224.7585807
Shob Charitro Kalponik,2009,India,27000000.0,4746899.234534419
City War,1988,China,35000000.0,51151926.54949375
Atomic Age,2012,France,27000000.0,212788124.21809646
Take Back the Night,2021,USA,36000000.0,277764663.6626922
Revenir,2019,France,24000000.0,18419837.007378276
Tonka,1958,USA,31000000.0,28277757.089201313
Love Under House Arrest,2019,Italy,22000000.0,1542887.406224855
The Roller Blade Seven,1991,USA,4000000.0,36167470.607156776
Legal Action,2018,USA,80000000.0,63015114.11649268
The Janitor,2003,USA,71000000.0,300680904.1222992
Tripoli,1950,USA,937000000.0,1461334399.3141918
Devil's Town,2009,Serbia,149000000.0,438690686.32005453
Eyimofe (This Is My Desire),2020,Nigeria,38000000.0,130553267.94663343
A Piece of Cake,2019,Germany,5000000.0,12485321.147769159
The Odd-Job Men,2021,Spain,6000000.0,30094082.472801186
Colossus and the Amazon Queen,1960,Italy,8000000.0,37290851.590310246
Pebbles,2021,India,81000000.0,49108446.83889891
The Weekend,2007,USA,49000000.0,56316866.72695098
Lovers of Paris,1957,France,16000000.0,6284532.744434161
No Sad Songs for Me,1950,USA,590000000.0,5099449410.032642
Aby,2017,India,47000000.0,37904059.09244574
The Valiant,1929,USA,29000000.0,28534268.848223943
Round Ireland with a Fridge,2010,United Kingdom,1000000.0,4966087.572279657
Brooklyn Lobster,2005,USA,34000000.0,60711220.01564345
Ninja the Protector,1986,Canada,23000000.0,12178451.573361784
Suddenly Twenty,2016,Thailand,910000000.0,273931130.8464385
Blur,2007,USA,98000000.0,117750554.06364681
Walking on Water,2002,Australia,7000000.0,7563544.832710504
Kickoff,2011,United Kingdom,2000000.0,3938240.206043627
Snowbody Loves Me,1964,USA,44000000.0,218020319.184057
Landspeed,2002,USA,39000000.0,92257860.24693087
"Broadway: The Golden Age, by the Legends Who Were There",2003,USA,76000000.0,35428234.59709421
Journal of a Crime,1934,USA,8000000.0,51257117.35547453
The Newburgh Sting,2014,USA,48000000.0,20941345.735797685
OzLand,2014,USA,9000000.0,11296201.148208052
Hare-um Scare-um,1939,USA,48000000.0,2609165.7794060283
Hare Trimmed,1953,USA,43000000.0,22263102.095421676
Figure in the Forest,2002,USA,41000000.0,158242245.3455351
The Extra,2000,USA,42000000.0,39526704.50381636
Pamfir,2022,Ukraine,71000000.0,28879482.754774198
Red Dead Redemption: The Man from Blackwater,2010,USA,16000000.0,8302253.3079628805
Blood Ransom,2014,USA,6000000.0,10414176.827463336
Death of a Ladies' Man,2020,Canada,9000000.0,1060895.6736262955
706,2019,India,22000000.0,35701066.64559028
Sexual Drive,2021,Japan,62000000.0,254427489.63527948
Buford's Beach Bunnies,1993,USA,31000000.0,17538837.784607153
The Haunting of Alice D,2014,USA,25000000.0,15504074.441220142
Unsilenced,2021,Canada,9000000.0,104519.34026759058
Extramarital,1998,USA,923000000.0,7933878505.400746
Rider,2021,India,2000000.0,1839089.7049371984
Deadliest Prey,2013,USA,48000000.0,82445259.47585589
Highland Park,2013,USA,2000000.0,143839.29671338346
Breach of Trust,1995,Canada,27000000.0,43839125.76055111
Kung Fu Zombie,1981,China,31000000.0,121147019.4233198
Tracktown,2016,USA,20000000.0,98640940.74458385
Widow's Point,2019,USA,85000000.0,69509432.2218668
Billy Boy,1954,USA,43000000.0,36724741.2345949
Hall,2020,Canada,55000000.0,43743226.8613672
Fiend,1980,USA,46000000.0,428569821.33008313
Broken Ghost,2017,USA,17000000.0,9238825.09077827
The Little Girl Who Was Too Fond of Matches,2017,Canada,87000000.0,24938940.628822833
Carnera: The Walking Mountain,2008,Italy,15000000.0,117894524.76520139
Kid,2012,Belgium,34000000.0,57612.174469880985
King of the Cruise,2019,Netherlands,43000000.0,214435619.82040554
Killer App,2017,USA,8000000.0,12501376.024769038
Lucignolo,1999,Italy,9000000.0,8217995.847675609
Una noche de amor,2016,Argentina,75000000.0,118609758.14552638
Gente de bien,2014,Colombia,9000000.0,5964235.473504134
Bulldog Drummond's Bride,1939,USA,12000000.0,5781857.7890229905
Man in the Trunk,1973,France,13000000.0,19229466.050376005
Ruta,2018,Lithuania,37000000.0,67983529.13148186
Magic Boy,1959,Japan,85000000.0,53214845.08217241
The Last Employee,2010,Germany,922000000.0,4681706526.488716
Our New President,2018,USA,35000000.0,7690592.321184426
The Drummond Will,2010,United Kingdom,29000000.0,157381806.68883085
Oranges and Lemons,1923,USA,66000000.0,1928795.0554477677
Guido,2011,USA,47000000.0,244741286.8415016
Winterreise,2006,Germany,47000000.0,103547859.95702894
Home Care,2015,Czech Republic,53000000.0,193232932.63293058
The Magic Book,1900,France,48000000.0,427788700.17584944
The Order of Myths,2008,USA,939000000.0,788008861.9680555
